내용,판단 결과,추천수
도주우려가 없고 반성하고 있으니 한 10년으로 하지뭐 가해자의 인권도 있으니 한 5년으로 하지뭐 그다음 가석방 해주지뭐 훌륭하신 판검사님들 덕분에 바로 출소하네 좋다,0,0
판사 이름까라 진짜 족쳐야됨,0,0
판사야 20년 최선이냐? 니 딸래미가 당했어도 20년이 최선이냐?,0,0
야 20년 줬으면 된거지 뭘 출소하면 50이라고 질질짜고 나대냐 그때부턴 미래 남편이나 가족들이 알아서 지켜야할 일인건데? 어쩌라는거임? 그리고 사형? 무기징역? 재 사형시키면 그동안 이전에 더 악질 범죄자들한테 당한 피해자들은 가만히 있을것 같냐?ㅋㅋㅋㅋㅋㅋㅋㅋ 그거 방구석에서 유튜브 댓글이나 쳐다는 놈들이 책임질수있으면 사형 찬성한다^^,0,0
"인터뷰도 당당히 하시던 분이 말도 안 되는 판결에 무너지는 모습이 너무 마음 아프네요 탄원서, 진정서,피해자의 엄벌 촉구까지 대체 무얼 더 해야 국민이 안전할 수 있을까요? 안타깝습니다",1,3.4천
판사님 오늘밤 당신을 위해 기도하겠습니다. 꼭 당신에게도 같은 고통이 오길..,1,1.7천
우리나라 판사들 반성좀하세요 가족이 당해도20년선고할겁니까 저런인간은 50십년은 감옥에서 썩혀야됩니다 판사들 반성하세요 피해자분 힘내세요 응원합니다,1,497
18범에 강간에 폭행에 반성도 없이 보복하겠다는 말만 반복하고 분노표출하고 형량 줄여달라고만 하는 애를 어떻게든 출소시키려는게 참~~대단합니다 ~ !!!묻지도 따지지도 말고 무기징역 때리는게 당연한것을,0,200
"검사가 35년을 구형했고, 전과 18범에 출소 후 복수를 입에 달고 다니는 인간은데 어떻게 20년이 나온건지 참담하네요",0,2천
"저 피해자가 대단한거다, 용기가 대단하고, 나라가 판사가 못하면 이제는 국민들이 도와줘야하나, 끝까지 국민들이 함께하도록 도와줘야합니다.....극단적인 이슈가 되어 충분히 반영한 판결이 저 정도니 ....",0,9.2천
판사야 니 딸래미가 저런 상황이어도 20년 구형할래? ㅉㅉㅉ,0,122
법이 국민을 보호하지 못하고 범법자를 보호하는 도구로 기능하는 현실이 참으로 안타깝습니다. 판사들을 무슨 생각으로 이런 판결을 내리는건가요? 이래서 국민들은 법관들을 믿지 못합니다. 양형 기준이 문제라면 하루빨리 바꿔야합니다.,0,715
죽으라는 얘기랑 똑같은데 차라리 살지 말걸 그랬다는 소리가 피해자 입에서 나오는게 말이되냐진짜.. 얼마나 남은 인생이 힘들고 두렵겠냐고.. 판사들아 눈은 보라고 있는거고 귀는 들으라고 있는거고 니들 그 자리는 이런 사람들 만들지 말라고 있는거다 진짜 쪽팔리네 대한민국 사법부,0,406
국민이 도와줄 수 있는 방법은 없나요 너무 안타깝네요 판사도 똑같은 고통받길..,1,12
대단하십니다 대한민국 판사 여러분 꼭 본인가족분들도 똑같은 일 당하셨으면 합니다,1,218
우리나라 판사나 법원 관계자분들 가족이 꼭 이런 범죄 당하시길 바랍니다,1,5
해당 판사 자식들도 똑같이 당해서 20년 판결 받도록 기도하겠습니다,0,206
부디 우리나라의 말도 안되는 판결을 내린 판사들이 똑같은 범죄를 본인과 본인가족들이 당해서 본인들이 내린 판결보다 더 약한 처벌을 받는 범죄자들의 행복을 지켜보길 바랍니다. 부디 피눈물 쏟으며 평생 후회하고 죄책감에 살길 바랍니다.,0,70
저런 식으로 지맘대로 형량을 15 년씩 깎아준 판새 가족들도 반드시 똑같은 일을 당하기를 주예수 그리스도의 이름으로 기도합니다 아멘,0,3.3천
정말 마음이 아프네요ㅠㅠ cctv 보면 피해자분이 살아계시다는 것은 기적이라고밖에 할 수 없습니다. 아...정말 두 번 죽이는 판결이네요 ㅠㅠ 이 판결이 끝은 아니겠지요? 끝까지 포기하지 않으셨으면 좋겠습니다!!,1,85
저런 전과자한테 주는 형량이 고작20년이라뇨..정말 이해가 안되네요 이정도면 피해자로 살바엔 가해자로 살아야될 것 같다는 생각도 드네요 같은 여자로써 가슴이 아픕니다..어떠한말로도 위로가 안되실정도로 충격과공포로 가득하실텐데 조심스럽게 힘내시라는 말씀 드리고 싶습니다,0,0
아...제발좀 부탁한다 20년이 말이 안되자나..너네들 딸이 저런 상황에 놓여도 이런씩으로 할꺼냐..?제발정신좀 차리고 무기징역 때려라..눈물나서 도저히 못보겠다.너네가 사람이라면 무기징혁 때려라 부탁한다..,0,2
"판사님 따님,어머님 꼭 똑같은일 당하시길 바랍니다",1,126
피해자가 아닌 가해자를 위한 판결을 내린 판사 신상공개해라.,0,3.9천
재판이 다시 해야합니다 무기징역으로 해야 합니다,1,27
그냥 살지 말걸 그랬다는 말에 너무 공감되고 마음이 아프네요. 법이 이따위밖에 안되냐고! 검사가 35년형 구형했고 판사는 15년 감형했고. 돈 주고 미국 교도소에 보내세요. 차라리.,1,33
하루빨리 판검사 가족이 피해자가 되길 바랍니다. 그래야 형량도 올라가고 엄격해지거든요.,1,71
아 그냥 살지 말걸 그랬습니다 하는데 심장 찢어진다 판사 검사 18샊이들아 니네 자식이라고 생각해봐 저 피해자는 이제 출소일 다가오는 불안함에 떨면서 앞으로 겨우 살아가야 하는데 욕나온다 진짜,0,134
상식적으로 납득이 안되는 판결을 한 판사들에게는 반드시 책임을 물을 수 있는 제도를 마련해야 한다,1,27
진짜 너무 너무 화나네요. 피해자분이 어떤 용기를 낸건데 판사들은 저따위 형량이라니..암담하고 답답합니다.,1,278
저렇게 판결내려주신 판사님....정말 대단 하십니다....,1,17
짐승만도 못한 놈한테 20년이 말이 되냐 피해자는 두려움에 벌벌 떨어살아야하냐 판사놈은 무슨 저따구로 주고 난리야,0,8
"정말…판결을… 20년이 물론 보통 사람에게는 길고 큰 형량일 수 있지만,, 저런 일말의 죄책감도 못갖는 생물한테… 인간의 범주는 어디까지인가요? 재판에 나가는 것도 정신적으로 고통이 크실 피해자분께 위로와 실질적 도움이 될 수 있는 방안이마련됐음 좋겠네요.. 그리고 20년이든 100년이든 살고 나올 때 그때의 기술과 시민의식을 믿습니다. 몸은 사회에 나와 있지만 결코 자유라는 감정을 다시는 느끼지 못하고 생을 마감하길 바래봅니다.",0,18
도대체 사법부는 무슨 생각으로 이런 쓰레기를 사회에 내보낼 생각을 하는건지 도무지 이해를 할 수가 없다 피해자가 저렇게 울면서 도와달라고 하는데 사법부는 왜 더 강하게 판결을 내리지 않는건지 참담하다,0,282
판사님 딸이나 마누라가 꼭 이런일 당하길 비나이다,0,31
판사가 누구인지 궁금해지네요. 피해자 분 인터뷰를 보니 마음이 너무 아픕니다.,1,6
살지 말걸 그랬다고 말 하면서 스스로 얼마나 무너졌을까 아무도 안 지켜준다고 생각하게 해서 너무 미안하다 지금은 비록 탄원서 영상보기 댓글 보기 밖에 못 해서 함께 분노하고 제대로 판결되길 원하면서도 지금까지 보여주신 정의감과 강단을 보고 쉽지 않은것을 알기 때문에 경외감도 느꼈거든요 저는. 내 또래 친구일 당신이 꼭꼭 알았으면 좋겠어요 아무도 안 지켜주고 있다고 느낄만큼 가해자 편에 선 경찰도 사법기관도 지금의 사회는 이토록 쓰레기같지만 스스로 지키길 위해 용기 낸 만큼 가해자 처벌을 바라고 분노한 사람들에게 반드시 지켜지실거에요. 비록 지금은 너무 괴로우시고 외로우실테지만요...머지않아 목소리와 힘을 길러 함께할 사람들이 생길거라는 것 만큼 꼭 알아주세요. 아픔이 두려움이 억울함에 너무 괴로우셔도 꼭 그거는 그냥 알아주세요. 저 놈이 멀쩡히 살아 나와 돌아다닐 일은 없어요 그냥 없어요 그렇게 되도록 두지 않을거니까요,0,8
누구를 위한 판결인가? 피해자는 눈물을 흘리고 가해자는 미소를 짓고 과연 누구를 위한 판결을 해야 하냐!!!!,0,6
판결한 판사 가족중 딸이든 누나든 어머니든 이모든 고모든 직계가족 여자모두 똑같은일 당하길 바랍니다. 그리고 꼭 같은 고통속에 대를이어 대대로 불안에 떨며 사시길..,0,27
대한민국 법원은 국민들의 심판을 받아야 한다! 범죄자들의 형량을 올려야 한다!,0,13
대놓고 죽이겠다 말하는 인간을 풀어준다는것은 살인방조나 다름이 없는거지 피해자는 사는 나날이 얼마나 무섭고 힘들까요 우리나라 법은 피해자를 더욱 보호하는 쪽으로 강화돼야 한다! 반성도 없고 악한 가해자에겐 그저 무기징역이 답이다,0,0
"징역 100년 200년 구형해서, 교도소 안에서 배워 나온나쁜 짓을 다시 사회에서 행할 수 없도록 만들어야 합니다.",0,717
판결내리신 판사님 가족에게도 무조건 이런일이 발생해서 재판할때 같은판결을 받기를 원합니다!!,1,5
판결한 법관 공개하고 검찰은추가 항소하고 우리 끝까지 피해자 보호합시다,1,5
이 나라는 판사들이랑 법을 썩다 갈아치워야한다. 어떻게 피해자가 더 고통을 받냐? 상식적으로 생각해 봐라 이 썩을 판사놈들아!!!!,0,0
판사 딸내미도 똑같이 당해봐야 정신 차리지... 저게 뭔 법이라고... 법은 국민을 지켜주려고 있은 건데 지켜주지도 못하고 오히려 생명의 위협을 받고 고통스러워 하는 게 말이나 되나,0,0
어떤 판사인지 모르지만 그런판사는 없어져야한다,0,6
판사여 대대손손 지옥에서 고통받길 기도합니다,0,1
""" 나는 아무 잘못도 안했는데"" 정신차리세요 판사야",0,1
판사가 저런놈들을 더 키우는 결과가 되는겁니다. 판사가족이 저여자분과 똑같이 당하길 기원 합니다.!!!!,0,4
판사들이 현실을 몰알겠어? 피해자분의 용기가 세상을 바꿀겁니다.힘내세요,1,0
판사님들은 가해자들이 말만 번지르르하게 반성문쓰면 피해자의 심정이나 상황 상관없이 수월하게 판결 내리실지 몰라도 잠재적 피해자가 양산 될수 있다는 점에서 사법부의 판단이 너무 아쉽습니다.,1,0
ㅡㅡ 안쓰럽다 사법부는 저거보고 머 느끼는점 없나 법이 왜존재하는지.... 니들가족이들 저리당해두 징역으로 끝낼거야? 진짜 묻고싶다,0,0
국민들이 분노 해도 피해자를 못지키는데 이제 피해자들은 누가 지켜주죠?? 피의자들이야 재판장이 지켜주는데 말이죠 참 안타깝네요 이제 판결 내려주는 재판장도 신원 공개 부탁드립니다,1,1
동의해요 피해자 분과 미래의 피해자를 위해서라도 필요한 조치입니다. 스토킹 범죄가 완전히 해결되지 않았고 형량도 낮기로 유명한 나라에서 꼭 필요한 판례를 만드시는 모습 용감하신 거에요,1,0
"판사님 가족들도 똑같은 피해,고통을 받길 바랍니다. 그 이상이면 더 좋구요 자기가 당해봐야 알지요 제발 똑같이 당했으면 하는 마음에 매일 달밤에 물떠놓고 빌어봅니다.",0,1
이건 피해자에게 너무 가혹하다.. 너무 잔인한 판결이다.,1,0
진짜 어쩌자고 이런판결을 내립니까? 제정신인가 판사들은,0,0
가해자를 위한 나라 대한민국. 정치인과 판사들은 많은 선한 국민들을 피해자로 만들어주십시오. 지금은 상관없을지 몰라도 언젠가는 본인들 차례가 올겁니다.,0,1
대놓고 보복하겠다고 떠들고 다녀도 징역20년이라니……정말 어처구니가 없습니다…,0,0
하 눈물나... ㅠㅠ 그동안 정말 용기내고 애썼는데 고작 20년이라니... 판사딸 아니라 20년이지... ㅠㅠ,1,0
우리나라도 가석방없는 종신형 또는 진짜로 죽이는 사형이 필요하다. 그리고 법으로 정해져있는 기본 형량과 벌금을 3배이상 늘려야 한다.,0,1
이 나라의 판사들은 그 자리에 앉아있을 자격이 없다 정말 화가 난다,0,183
무슨말을 해야 위로가 되고 힘이 될까요.이번 판결은 정말 마음이 씁쓸하네요. 두려워하지 마세요. 두번다시 그런일은 없을거예요.,1,0
피해자가 본인이라면 어떠하시겠습니까? 50세 출소한다는 생각에 하루하루 잠 오겠습니까? 말도 안되는 판결에 피해 사는게 사는게 아닙니다. 재판부는 하루빨리 정신차리고. 무기징역을 때려주시기 바랍니다.,0,0
"최 환 부장판사님 판결 자랑스럽네요 혹시라도 당신 가족이 있다면, 평생 자랑스럽게 생각할 것 같네요 자신의 아버지 할아버지가 약한 피해 여성 뒤지던 말던 대충 판결때려놓으시고 나몰라라 했다니.. 너무 자랑스러워서 평생 따라 다닐 훈장이 되겠습니다.",0,0
"가해자만 보호 받고 피해자는 범죄에 노출되게 그냥 두는 개같은 나라, 대한민국 참~ 대단합니다 대단해~ 이 사건에 관해서 재판장에서 판결을 한 판사님, 부디 판사님 가족들도 같은 일을 당하길 빌겠습니다.",0,0
예전에 이런말이 있었죠 변호사는 돈을 검사는 권력을 판사는 명예를 추구한다는...요즘 판사는 돈과 권력을 추구하는거같은데 이제 법에 관련된 사람을 못믿는 세상이 된거같아 저 피해자가 안됐다는 생각밖에 안드네요 ...항소심에선 제대로된 판사님이 피의자를 제대로 처벌해주시길 바랍니다 ...피의자 인권이 아니라 피해자 인권이 보호되는 세상을 만들어주세요,1,0
진짜 사는게 지옥인데 하..... 살지말걸 그랬단게 넘 맘아프다 판사가 뭔데 힘든사람 더힘들게하냐 누굴위한결과냐고!!! 얼마전 전남친한테서 보복당해서 사망한여자의 한도 누가풀어줄수있는데??!! 제발 똑바로 일좀해라!!!!!!,0,147
"이 나라의 법은 과연 약자를 위해 존재하는 건가, 강자를 위해 존재하는 건가.. 이 나라의 법은 피해자를 위해 존재하는 건가, 가해자를 위해 존재하는 건가.. 1심 재판의 판사는 12년을 구형했다는데, 자기 딸이 그런 피해를 봤어도 그 따위 판결을 내릴 수 있었을까 묻고 싶다.. 도대체 이 나라의 판사들은 누구를 위한 재판을 하고 있는 건지 궁금할 따름이다..",0,0
판사 가족이였으면 절대 저런 판결 안났을거라는 우리신랑 이야기...급와닿네ㅜㅜ,0,0
저런식으로 죄질이 나쁘고 보복의사를 밝히는 경우 확실하게 추가 형량을 주는 법안을 만들어야 된다고 생각합니다.,0,0
판사들 인권위원회 가족들이 피해를 입으면 저런 결과를 용납 할 수 있나 보고싶네요,0,0
어떻게 저런 판결을 내릴 수 있나? 사건들의 대부분이 피해자들한테 고통속에 살게 하는 판결인 것 같고 오히려 가해자들한테 희망을 주는 판결인 것 같다... 한 사람의 인생을 송두리째 앗아간 가해자 ... 사회에서 분명 격리 되어야 한다... 제발 피해자들을 위한 좀 더 현실적인 판결이 내려졌으면 한다...,0,121
"판새님들 본인과 가족들, 주변 친인척 모두 같은 일 당하시고 똑같은 판결로 평생 벌벌 떨며 살길 바라겠습니다",0,0
미친 판사들 우리나라는 도대체 언제쯤 제대로 형량을 부여할지... 선고한 판사 가족에게 신의 가호가 있기를...,0,0
진짜 판사가 범죄자 보호자냐? 에휴 ~진짜! 짐승 같은 것들 말고 인간들 하고 좀 살자!,0,0
판사님들 애가 저렇게 되더라도 이따위 쓰레기 판결 나오나 봅시다,0,1
도대체 무슨생각으로 저딴 판결을 내리는지 정말 궁금하네요 20년 뒤에 살인나면 판사가 죽인거나 마찬가지임 판사도 같이 감방에 넣길,0,0
판사님 덕분에 피해자분은 지금부터 20년 뒤까지 쭉 걱정하면서 살겠네요 . 35년 선고에서 더 형량을 낮추다니 참..답이없다,0,0
판사들은 법을 무슨기준으로하냐?? 죄를 안지은 사람이 매일을 괴로워하며 살아가는데 지자식이였어봐 진심,0,0
하 진짜 너무하다 꼭 피해자들이 죽어야만 정신 차리고 형량 늘려야하는거냐 ㅡ ㅡㅈ 같네 진짜,0,0
판사와 그 가족들에게 돌려차기를 드립니다.,0,0
판사도 얼굴 알려지길 !! 판사도 판결 심판받기를.. 가해자보다 재판부가 더 가해자 같은 ㅠㅠ,0,0
"판사들이 다 학창시절에 공부만해서 그런가봅니다. 실무는 1도 모르고, 귀하게 자란 데다가 공부 외엔 경험도 없어서, 피해자의 고통에는 하나도 공감을 할 수 없는 사람들인 것 같습니다.",0,0
대한민국 판사들 진짜 대단하다 너네가 똑같이 당해라 제발,0,0
판결내린 판사도 똑같이 돌려차기 해줘야 합니다,0,0
판사 실명제해서 사는 위치 가족관계 다 나오게 해야 제대로 된 판결을 하려나? 진심 개토나오네,0,0
진짜 너무하는거아닌가 판사들아 당신의 딸이라면 그런 형량으로 주겠냐? 진짜 미친것들이네~~~저 두려움이 얼마나 두려움일지 보복하겠다는말을 들었는데 제정신으로 그놈이 나올때까지 살겠냐? 진짜 미쳤구나~~~,0,42
그 판사인가 뭔가는 자기도 당해봐야 아나?죄질도 나쁘고 반성도 없고 오히려 대 놓고 보복하겠다는 놈을 이혼 어쩌구 하며 감형하는게 정상인가? 절대 악에 무슨 관용인가? 당신 가족에게 이런일이 생긴다고 생각해 봐라. 이 정신을 휴가보낸 양반아,0,0
"도대체 대한민국의 법치.는 정녕 누구를 위한 것일까요? 말로만 국민을 위한다고 떠드는 법조인(판사), 정치인(국회의원), 공무원(검사, 경찰 등)들은 정말 국민 앞에 무릎 꿇고 사죄하고, 정상이 너무 당연한 대한민국을 위해 행동해야 합니다. 제발~~",0,0
제발 판사의 가족이 똑같이 당하길...,0,3
근데 저 가해자는 뭔 힘이 있길래 저런 판결까지 나오게 만든거냐 말도 안되네,0,0
이제부터 판결내린 판사도 얼굴공개 해야합니다,1,893
판사 당신의 가족이나 지인에게 피해자와 같은일이 일어나도 꼭 지금처럼 판결하세요,0,1
가해자를 더 엄중히 벌하여주세요 판사님 엄중히 죄를 묻는게 모든국민이 원하고 피해자도 조금이나마 편할수있게 그 가해자 처벌을 강력히 해주세요,0,1
판사랑 판사 가족 꼭 당했으면 좋겠다,1,2
우리나라 판검사.. 정말 대단하지 않습니까? 판검사들이 과연 정상적인 인간들인지 묻고 싶네요. 범죄자를 심판하는 대신.. 피해자에게 사형선고를 내린것과 같습니다.,0,0
판검사놈들 자식놈들도 똑같이 당해야해..전과자 인권은 중요하고 피해자의 인권은 없는 나라....또 누군가 죽어야만되나,0,0
이번 사건과 같은 엽기적인 범죄는 판사나 검사 가족에게 일어나야 합니다. 그래야 상식적인 판결이 나올테니깐요.,0,0
범죄 유스들을 양성하는 대한민국 형법과 판사들 진짜 대단하다 대단해,1,0
20년 동안 감빵에서 피해자 죽일생각만하는 가해자를 생각하니 참 억장이 무너진다. 피해자분 이민 생각하실듯. 참 어처구니없는 판결. 이 나라는답이 없다.,0,0
무기징역 줬어야 죠 전과가 수두룩한 범죄자를 도대체 우리 검사나 판사들은 월급 축내고 멋 들 하시는지 피해자에게 20년은 1년 같을건데 답답하다,0,1
이따위 법이 다있어!!! 판사야 정신차려라. 넌 법기술자냐. 저딴 범죄자 놈들때문에 왜 무고한 사람이 고통받아야하냐. 저 범죄자 놈은 출소후 피해자 주거지 100km접근 금지가 필요하다. 개인의 자유는 범죄자 새들에겐 적용하지 말자,0,0
이번 선고의 판사가 죽을 책임을지고 피해자를 보호해야한다.,0,0
판사님들..부모가 개고생하며 뒷바라지하셔 죽도록공부해 그위치까지 가기위해 온갖고난과 좌절이겨내고 독기로오른 그자리 전 선배들 판사님들이나 썩은 오랜전통들 언제까지 유지하고 따르시겠습니까 세상살면서 돈..명예 권력 중요하죠 정말..언제까지 대한민국이 이래야하는지 ㅜㅜ,0,0
이런 개같은 판결..개같은 나라에 사는 내가 창피하다. 도대체 얼마나 더 죽어나가야 바뀔까,0,237
진짜 판사님도 대단하고 저런 범죄자 변호 맡은 놈도 대단하네 참 판사님 진짜 궁금 한데 왜 형량을 반토막 내셨어요? 피해자가 판사님 지인 친척 이면 그렇게 했는지 진짜 제일 궁금해요…. 전과 18범으론 부족해서 20범 채워 주려고 도와주는거로 밖에 안보이네…,0,0
판사도 신상공개 해라 제대로 된 판결을 못했으면 벌을 받아야지,0,0
형법 개정 및 판사들 교체가 시급하다. 도대체 법리가 뭔가? 확실한 증거와 잘못이 명백하고 출소 휴 재범 및 보복이 분명할 것이 예상되는데 왜 판사들은 자런 판결을 했을 까? 자기 가족이 당해도 저럴 수 있을까? 법리를 운운하며?,0,0
판사도 공개하고 자격검증 해야죠,1,200
중요범죄자는 보호감호 법을 다시 부활시켜 형량외에 사회에서 또다시 격리시킬 필요가 있어 보입니다 악에게 갱생을 기대하는건 호랑이가 풀뜯고 살길 바라는것과 같습니다,0,1
수십년동안 바뀌지 않는 법... 한국의 미래는 저런 판사들의 판결로 어둡기만 합니다.,0,0
문제는 모범수되면 10년되서 나올수도 있다는거…. 부산고등법원 형사부 최환 부장판사님 가족이 제발 똑같은 일 당하기를 기원 합니다.,1,2
판사들은 온실속의 화초다... 세상일을 겪어본게 없어서... 공감 능력도 없고...,0,21
판사들이 싸이코패스가 아니고서야 저런 판결 내릴 수가 없음...,0,0
말도 안되는 판결을 내린 판사는 절대 편안히 잠들지 마세요.,1,0
판사야 .. 똑같은일 당해봐라 제발,0,0
판사들아 저런 범죄자들이 판치는건 너희들이 판결하는 솜방망이 처벌 때문이란걸 알아둬라 범죄자들의 지분 절반은 판사들에게 있다,0,0
마음이 아프긴 하지만 형량은 법으로 정해져 있다...형량을 감정적으로 정할수는 없는거 아닌가....,1,0
판사가 돌려차기 맞을까봐 두려서서 그러나? 이따위 판결을… 진짜 해도해도 너무하는구만…. 보복성까지 들어냈구만.. 나중에 보복일어나면 판사가 책임져야 하는 법안을 만들어야합니다. 본인들은 책임회피하니 나라가 이모양..피해자가 무슨죄가 있어 보복협박까지 당해야 하는가..,0,0
법대로 판결 하면 좋겠습니다... 악법도 법이니까요... 그 악법을 개정하지 못하는 사람들을 뽑은 국민이 잘못이라는걸... 언젠가 누군가 알아주길...,0,0
보복의 뜻을 모르십니까 판사님? 정말 너무하네요 5년도 말이안나올정도인데 15년이라뇨 저 죄없는 피해자분은 앞으로 어떻게 살라는겁니까.. 50살이면 펄펄한 나이입니다. 판사님 제발좀요 제발 왜이러는거에요,1,63
법은 평등하다. 또다른 누군가도 돌려차기 당할수있게 기회를 주기위해 형량을 길게 줄순 없는거다,0,1
2차 가해자인 담당 판사와 해당 사건 사법부 천벌 받기를 대대손손,1,0
자신이 판결한 사건에 대해서 나중에도 책임을 묻도록 판사들 문책할수 있게 법을 수정해야함. 다들 지들 가족 지들 딸이 아니라고 '법대로'라는 미명아래 사법 살인하는것과 무엇이 다른가?,0,0
이번 판결 내린 판사 양반 꼭 당신들 자녀들도 저렇게 당하실 간절히 바라겠습니다!,0,0
판사들아 너네 가족들 똑같은 일 생기면 꼭 20년 줘라~,0,0
사람죽여도 10년인데 20년이면 메스컴타고 전과고려해서 충분히 많이준거같은데...법이 공정해야되는데 떼쓴다고 형량더주면 사형이라도 구형하라는건가???..,0,3
구형대로 35년 주면 본인이 보복당할까봐 양형했다고밖에 생각 안 듭니다. 꼭 판사 본인도 보복당하시길 바랍니다 ~,1,0
판사 가족들이 당해야 정신을 차리지.,0,0
이참에 국민에의한 판사 특별처벌법을 만들고 국민의 뜻을 역행하는 판사는 끌어 내립시다,0,0
국개의원들이 법을 업그레이드 시켜야 하는데 일을 안 하니 문제죠. 피해자를 보호하고 범죄를 줄이기 위해 사악한 범죄자들의 형량을 대폭(200년 300년 1000년까지) 늘릴 수 있도록 법을 손질해야 합니다.,0,0
우리나라는 흉악범 징벌 형량이 더 높아져야하고 그에 따른 징벌적 손해배상도 필요하다 그리고 사형제는 반드시 부활해야 한다고 본다,0,1
이런 처참한 판결을 볼때마다 판사들을 ai로 대체해야 한다는 필요성을 느낀다 이건 제대로 된 처벌도 아니고 보복범죄 예고를 묵인하는 꼴 아니냐?,0,0
진짜 말이 안나온다 무기징역도 시원찮을 판에 징억20년이라니 대체 이나라법은 무고한 피해자를 위한 법이란말인가 가해자를 위한 법이란 말인가 통탄을 금치 못할 일이다.,0,84
대단한 역대급의 자비하신 판사님,1,0
맞아요 형량을 최대한 낮춘듯한 20년형은 20년후에 피해자에게 복수하라는걸로 보입니다.,0,0
판사 가족들이 이런일을 당하길 기도합니다,0,0
무기징역 때려야지 저런 사회악이 50 에 나오믄 정신 차리것냐 사법부가 아주 개판,0,1
판사 가족에게도 똑같은 일이 일어나길 기도합니다,0,98
판사도 진짜 사람을 죽이는게 일상인가!! 판사 가족들도 똑같이 당하길!!! 개판사는 또 가해자 지켜줬다고 자랑하고 다니겠지?!,0,0
판사들부터가 피의자편이 아니고서야 나올 수가 없는 판결이다.,1,0
전과 18범도 반성하고 교화시킬 수 있다고 믿는 판사님들 대단하십니다,0,0
하루빨리 판사놈들부터 AI로 대체시켜야 합니다.,0,1
판사 딸내미도 꼭 같은일 겪길,0,0
너무 힘든세상이다. 판사님 자기딸이라고 생각하시고 판결 하셔야 되는데 그러면 이판결이 안나요죠.저 어린 여자분 어떻게 살아라고 눈물나네요.,1,117
와 진짜.. 이번 재판 판결내리신 판사님 인터뷰좀 해주실 기자분 소신발언 듣고싶습니다,1,0
대놓고 복수의 칼을 갈고 있는 범법자를 고작 20년이라니!!! 세월 금방 가고 그 후 두려움에 떨며 살거 생각하면 진짜 피해자분처럼 눈문이 앞을 막고 목소리도 잘 안나올것 같다. 감형없는 무기징역이 맞다. 저 범법자는 감화가 될 생명체가 아니다,0,0
재발 가능성이 높은 범죄자를 출소 시켜서 다시 중범죄를 일으킬 경우 판사에게 책임을 지게 해야한다.,0,0
아니 전과18범이면 사회에 쳐 내보내지마 왜 꾸역꾸역 내 보낼라하는거야 ? 판사 자식도 이런 일 당해봐야 재대로 판결내리는건가 진짜?,0,0
아무 죄도 없는 피해자를 우리사회가 죽이는 것 입니다 대법원에서는 꼭 35년 판결 바랍니다 그리고 판사님 당신 가족도 피해자처럼 당하면 그런 판결 못 할꺼예요,0,148
다음 판결때 방청하시는 분들 한분씩 판사에게 판결에 대해 한마디씩 하시면 법정에서 퇴장당할겁니다 그러면 또다른 분이 똑같이 한마디하시고 또 퇴장시키면 또 다른분이 하시고 법정에 계신 모든 분들 퇴장당할때까지 판사에게 계속 어필하면 형량 선고할때 조금이라도 판결할때 고려하지 않을까 싶네요,0,0
"제발 좀 형량 좀 높여라! 예전에야 여러 이유로 억울한 사람이 교도소가고 그랬다지만, 요즘에는 그런 경우도 거의 없다. 범죄자들이 이미 정보가 빠삭해서 오히려 법을 이용하고 있다. 정유정이나 전과18범인데도 보복발언을 하는 사람은, 법이 우스운거다. 벌받는게 아닌거지. 경각심을 갖게하려면 사형제도 다시 부활시켜야 필요가 있다. 제발 나뿐이 아니라, 내 가족이 안전한 나라였음 좋겠다. 저분은 앞으로 가족을 꾸려도, 자식이 걱정되서 항상 불안할거다. 앞으로는 행복을 누릴수없다는 거 아닌가?",1,1
다 집어치우고 판사는 감형한 이유를 대외적으로 발표해주세요!! 국민들이 납득할 수 있게!!!,0,1
"기소로 장난친 검사, 판결로 장난친 판사 모두 인터넷에 올려 국민의 심판을 받게해야 한다. 국민의 감시만이 그들의 독주를 막을 수 있다.",0,592
피해자는 평생 공포라는 감옥에서 살아야하는데 가해자는 20년 그것도 더 일찍 나올수도 있는 상황... 가해자 감형요소는 하나도 빠짐없이 잘 챙겨주는 대한민국 법원,0,0
대한민국 검사.판사 대단히 자랑스럽네요. 공부만 잘하셨나봐요,1,0
피해자는 한순간에 일상이 무너졌는데 가해자라는 놈은100%자기 잘못을 피해자에게 전가하면서 보복하겠다고 협박하는데도 감형해준건 말도 안된다.,0,69
그 동안 판사들 덕분에 18범이 이만큼 범죄를 누적하고 다닌 것만으로도 도의적인 책임을 느끼고 사회랑 단절시켜야 했는데 .. 판사들의 둥가둥가 대단하다,0,0
볼때마다 판결하는 판사가 대단하다 가해자 편인듯 싶은 판결이 넘쳐나네,0,0
영원히 출소시키면 안되는 거 아니냐 무기징역 때려야지 저렇게 피해자가 벌벌떨면서 울면서 말하는데ㅠㅠㅜ,0,0
이 나라 판사들은 대체 어떻게 판사가 되는건가?,0,0
제발 흉악범에 대하여 사형제도 무기징역 실행 하자.,0,0
판사 딸래미 똑같이 당해야 그때서야 정신차릴건지 ㅜㅜ,0,9
판사 실명공개 하고 판결의 이유에대해서 해명하도록 했으면 한다 어떤 기준으로 판결 했는지 정말 정말궁금하다,1,0
자비로우신 최환 부장판사님 대단하십니다 대단해요,1,1
