내용,판단 결과,추천수
독방에서 무기징역으로 살아야되 절대 일반방 주지말고 독방에서 나오지못하게 하루에 한끼만주고 평생 사시길.,0,1
감형없이 무기징역 쳐박길 소원합니다. 악어의 눈물 따위 무시하시길..,0,1
재판부가 제대로 판단할까? 대한민국판사를 믿을수 없다! 사람이 죽어나도 한번도 속시원한 판결을 본적이 없기때문에... 죽은사람보다 살인자의 인권만 생각하는 ...기대없다!,0,0
"직접 죽인게 아니라서 검사가 무기징역 구형한거 같은데 솔직히 나는 여자 범죄자 앞에선 한없이 관대해지는 판사놈들 못믿겠다. 20년 이하로 선고하고 판결주문에 초범이 어쩌고 피고의 깊은 반성이 저쩌고 하며 역겨운 문장이 들어가는 일이 없길 바란다. 판사도 사람이라면 이은해가 씨부린 ""사랑하진 않았지만"" (남편을) 죽이지 않았다에 분노할 줄 알아야 한다. 여자라고 관대하게 선고하지 말고 냉정하게 범죄 저지른 피고로 보고 재판에 임해야한단거다.",0,16
"범죄자를 국민 세금으로 뒤질때까지 먹여 살린다? 에라이 무기징역이 왜 필요해 사형이 답이다.,.,.",0,0
검사는 왜 울었을까요? 무기징역이 제대로 구형한거 맞습니까? 사형을 구형함이 마땅하다고 보는데... 우리나라도 사형을 집행해아 합니다. 아니면 법을 개정하여 가석방 없는 종신형. 징역 200년 등을 선고하여 공공의 안녕과 질서를 확고히 우선순위에 두고 도모해야 국민들이 안심하고 살 수가 있다고 생각합니다. 앞으로는 점점더 금전을 목적으로한 범죄가 늘어 날 것 입니다.,0,1
무기징역 뭐야 사형이지 이런사람도 살리놓고 언제가 몆십년 지나면 또석방 할수있는데 이것은 아니지 사형선고 하세요,0,5
돌아가신 망자의 억울함을 풀어드리고저 합니다! 이은해 무기징역 맞습니다!! 강력한 처벌 원합니다!!,0,0
무기징역이면 나오겠네 참~저것들 말을 믿으면 바보,0,1
"개,돼지~~ 사형이 답.. 이상한 판사가 판결이 안나길 기도 합니다.",0,0
저녀ㄴ 꼭 제발 무기징역 제발그대로 판결내주세요,0,0
아니 왜 무기징역만주는거냐? 세금아깝게 사형은 왜 안주는거냐고 어이가없네,0,0
제대로된 무기징역 나오길,1,0
죽이진 않았다 물에 빠졌을때 무엇을 했는가? 그걸 답을 못하면 무기징역이나 사형이 답이다 내연남도 똑같은 처벌이 답이다,0,0
"이런것들도 사형 안 시키는 나라가 인간존엄을 위하는 나라라고 할 수 있나??? 악질범들의 사형 집행을 실시하고, 무기징역 선고시에는 감형없는 무기징역을 명시해야 합니다, 미국처럼 징역 70년 100년 이런식으로, 사기꾼들에 대한 형량도 대폭 강화시키도 (금전 사기꾼들은 사람 죽이는거나 마찬가지임)",0,0
무기징역 국민세금 아깝다 차리리 몽골사막에 나무심기보내는게..,0,2
인간도 아닌 것들이다 무기징역보다 사형이 답이다 반성은 커녕 계속변명과 거짓말일삼는 동물보다 못한 것들이다,0,0
울어? 근데 왜 죽었을땐 안울었을까? 가증스럽다 진짜...본 판사는 피해자 가족들에게 싸대기 100대 전국민에게 싸대기 한대씩을 구형. 그런데도 살아있으면 가석방과 식사없는 무기징역에 처함.,0,0
잘. 판결해주세요 무기징역으로,1,16
판사님이 사형때리면 이시대 영웅이 되실겁니다,1,0
무기징역 구형 ? 변호개는 어떤 소리로 변호하려나 ? { 판개 }의 판결이 조금은 궁금 .,0,28
"저 사건뿐만 아니라 보복살해 같은것도 좀 강력 처벌을 해라. 사당역 공무원 살해자 징역 9년이 최고형인게 말이 되냐. 그냥 계획, 고의적인 살인을 다 같이 최고형으로 해야지. 고의적, 계획 살인에도 가중을 두는게 형평성에 맞나?",0,0
제주도 남편 살인사건 고유정 을 떠올리게하는 사건이네요!~ 악랄한 여자!~ 죄값을 사형으로도 부족하다고 생각됩니다 사형제도를 부활해서 무기징역이 아닌 사형을 해야합니다.,0,0
사형해도 분이 안풀리는데 무기징역이라니? 판사 감형만 해봐,0,1
현생에서 무기징역 그후에 하늘에서는 또다른 무서운 죄값이 받을겁니다 죄짓고 살면 안되요,0,0
다신 사회에 나오면 안됩니다. 또 누군가가 저 영악하고 악한것들에 먹이가 될것입니다. 공짜밥도 먹이지 마세요. 일을 시켜서 지밥값은 하게 하세요. 세금으로 밥먹일 이유 없어요. 사형이 없는줄알고 감형받아 조금이라도 빨리 나오려고 잡아떼는 모양새라니 에이 더러븐것들,0,0
소시오패스는 사회의 악입니다. 무기징역도 아까운 악마입니다.,0,0
판사 : 응 무기징역 아니야.,0,4
감형없이 그대로 쭉~~~ 이사기꾼 살인자들아 평생 깡방에서 속죄해라,0,0
사형시켜라 질이 너무 안좋다 나중에 감형해서 나오는건 아니겠죠,0,1
검사가 무기를 구형했다면 판사는 깍까줄텐데 그럼 15~ 검사는 사형을 구형해야만 판사가 무기를 때릴텐데. 판사가 뭘알면 들엇다 노을텐데 이런종자는 영원히 경리시켜야 맞다,0,0
아~~ 무기징역이면 언제까지 세금으로 먹여살려야하는건가?,0,0
선고때 징역 20년이상은 때려줄라나.. 음 ..,0,3
무기징역도 20년이 지나면 모범수가 될 수 있다고 하는데.. 감옥에서 못나오게 해야 하는 거 아닌가요? 그리고 구형이고 법원에서 감형할 수도 있으니ㅜㅜ,1,0
무기징역이 최고라니 분통하다,1,0
사형보단 무기징역이 현명하다 평생고통을느껴야지,0,0
무기? 기가차다 국민세금으로 밥주고 재워주고 미쳤다진짜 저런동물한테 인권있다고생각하냐 판사는진짜 직무유기다이건,0,0
저런 흉측한인간 저얼굴 무서버요 사형 무기징역도아까버요 단두대에 올려야됩니다 돌아가신 분 억울한인생 ㅠㅠ 넘 안따까워요,1,0
무기징역도 아깝다~~,1,0
축하드립니다 .무기징역 ~,1,1
무조건 무기징역이기를 바란다ㅠㅠ 너무 잔인한 이은해 쳐다만 봐도 짜증나,0,0
무기징역이면 세금낭비 아닌가요??? 사형시켜야죠!!! 피해자를 생각해봐요,0,0
판사는 여론에 신경이 많이 쓰여서 이런판결이 나왔을것 같애요 만약 방송 안탔으면 서류로 판단할태는 타살로 볼 가능성이 많았고 묻혔겠죠,0,0
교도소에서도 구라치고 뺀질하게 굴면서 엄살떨고 어떻게 하면 감형받을려고 노력하지않게 감형!보석 절대안됨을 인식시켜야 되는데,0,0
"정말 추악하다,,,,, 반성인라고는 1%도 없고,,, 연쇄 살인범들도 적어도 반성은 하던데,,, 이레서 어릴때 자식 교육이 얼마나 중요한가를 느낀다,.,, 니들 부모들 다리 변신되서 그나마 위로 된다,, 하늘이 알고 미리 장애라는 판정을 받게 해준거 감사하게 생각한다,,, 총 있었으면 정말 죽이고 싶을 정도로,,, 잡힌거 자수한거 후회할듯,,, 죽은 남편도 너무 착해서 좀 바보갔지만,,, 저렇게 바보 갔을수 있을까,,,, 이은혜 딸년도 씨없는 딸도 피줄은 못속인다,,, 그 딸년도 분명이 범죄자로 크게 나올듯하다,.,, 피는 절때 못속이지,,, 죽을때까지 무기징역으로 살았으면 좋겟네요.. 판사님 살인자보다 더한 인간들,,,, 앞에 2명 남퍈 죽인것도 이은혜 악마가 한짓이다,,, 그것이 알고싶다 제보 안하고 8억을 포기 했더라면 아직 일반인처럼 살았을까?? 아니면 다른 호구 남자를 찾으로 다녔을까?? 중학교 조건 만남으로 시작했으니 걸레보다 더 드러운년.. 반드시 죄값을 받아야 한다,,, 니들 부모 장애들도 너 착한 사람이라고 말하는거 보면 핏줄 대단하지~ 부모도 나쁘게 살았을수도,,편하게 죽던 고통으로 죽던 좀 죽었으면 좋겟다,,,, 판사님 현명한 판결 부탁 드립니다,,, 반성도 안하고 억울하다는 인간들 치가 떨립니다,,,, 살인자들보다 더한 인간들 법이 무섭다는걸 보여주세요.. 기대합니다,,,",0,1
검찰이 그리해도 추후 법원판결은 10-20년으로 감형 되겠지...,0,1
무기징역보다는 유기징역을 요청드립니다. 100년.... 국민의 세금으로 저 사람들 의식주 해결을 해주어야되나요? 쓰레기 분리수거 작업같은거 시켜서 그 돈으로 가해자들 밥값과 피해자들 지원정책을 해야됩니다. 남의 인권은 존중하지 않으면서 자신의 인권은 존중받기를 원하면 않되죠.,0,0
그쵸그쵸. 계획이네요~~항상..범인들은 본인들이 계획함을 말하고 있네요~~ 그런데 계획이 아니다..근데 이걸 들어주는 검사나 판사는?? 바보?,1,0
사형 판결하고 집행도 해야 정의다,0,0
이은해 무기 안때리면 국민들 폭동난다 판사는 스스로 신이라 칙각 유족도 피해자도 아무도 용서안하는 저 괴물들을 혼자 용서해 그 ‘ 다만’ 이라는 표현을 써 10년 이하의 징역을 때리지마라 그랬다간 판사는 지와 지 자식들은 이런 일에 연루되지않으니 서민들 너희들끼리 죽이고 성폭행하고 스토킬해라며 한국을 범죄 지옥으로 만든 것에대한 국민들의 저항과 천벌을 받게 될 것이다,0,1
아 무기징역이라... 밥값아깝다...,0,1
무기징역 하지말고 사형선고 합시다,1,0
검사구형보다 높은 사형을 선고해주세요.,0,0
법리적으로 살인을 입증할 수 있는가가 요점인듯 ㅇㅇ 저런식으로 이은해가 부정하면 판사 입장에서 결정적인 직접살인 증거없이 살인죄를 적용하기 어려울거임,1,0
무기징역 약하다. 좀 세게 안되나? 답답하다,0,0
무기징역도 너무 가볍다 사형도 사치다 그냥 가둬놓고 아무것도 안주고 방치해서 자연사 시켜야함 .!!!!!!!,0,0
가석방 없는 무기징역 선고를 바랍니다.,0,0
검찰이 무기 구형해도 판사가 사형선고할 수 있나?,1,1
저런것들은 사형이없는이나라무기징역 갑시다,0,0
살인자를 무기징역 국민세금 으 먹여 살려야 하냐? ㅅ형 시켜야 한다 깨끗하게 ?,0,0
가석방없는 무기징역 제발 사형도 아깝고 교도소에서 맨날 괴롭힘당하고 살길,0,0
무기징역 때리면 뭐하냐. 판사가 형량 깍아줄텐데.ㅠ,1,0
이은혜는 세상밖에 나오면 사람몇명더 죽여요..절대안됩니다..ㅠ 소잃코 외양간 고치는일은 다시없었으면 합니다...요즘 판사들이 풀어줘서 사람죽인 범인이 한둘입니까? 제발 판사님....후회하지않을 판결 끝까지...ㅠ 제발~~~~~~,0,0
판사 실명 공개 해야함 전 국민 과 생각이 다를수 있음,1,0
무기징역을 구형했는데 최종판결은 어떻게 나올지 궁금하네요... 무기징역이 안되면 유기징역중 최고형이 나오길....,1,0
무기징역도 가볍다 사형이답이다,0,1
무기징역 = 살인자에게 세금으로 무기한 숙식제공? 걍 공개사형시켜라,0,1
절대 감형 안됩니다,0,0
사형보단 평생 죄값 반성하면서 무기징역 이 좋다고 생각했는데 너무좋은 결과이네요,1,1
무기징역... 형이 가볍다 사형제도 부활 시키세요 악마들 숨쉬고있는 자체가 열반는다!,0,0
사형도 아까운데 무기징역? 여자라서 감형이냐? 검찰반성하고 항소심에서는 꼭 사형구형해라,0,0
"무기징역 구형, 무죄석방 완전 범죄는 법원에서 완성된다",1,0
솔직히 무기징역은 아니지않나...참 ..,1,0
사형 해야함 집행을 안해도 사형은 모범수로 무기징역에서 풀리지 않음,0,0
사형제도 부활 시켜야한다 인두껍 쓰고 태어난 악마를 언제까지 부둥켜안고 절며 살아갈래 어이 판사요 제발 제정신으로 좀 돌아오소!?,0,1
검사들 차도는 직접이 인간적인데 눈물을 흘려 너희들 차도를 생각하라,0,0
일년에 손가락 한마디씩 짜르며 무기징역 살려야 가족들 분이 풀릴거 같음.,0,0
검사가 무기징역 구형이면 판사는 20~25년 판결하겠네 죽은사람만 억울하겠다,0,0
검사가 쇼를 잘하나보네 뭐 울기까지 용산그분땜시 검사라는 자체가 끔찍 이은혜 벌 많이 받아라 죽을때까지,0,1
사형만이 답.. 벌금 징역 이딴 생각들을 처 하니 끊이질 않는다.. 내가 뒤진다는 생각이 들어야 범죄를 안함..,0,0
"검사의 구형은 아무소용 없고, 판사님들께서는 머 10년때릴 라나?",0,1
가석방 없이 무기징역인가? 눈감는 날까지 빵에서 보냈으면 좋겠다.,0,0
무기징역으로 감옥에서 생을 마감하게 해주세요.,0,0
사형 하면 안되냐??? 왜 모든악질들은 무기징역 으로 살다가 모범수로 감형받고 이사회에 나오는걸까??,0,0
무기징역 안 나올 거 같은 느낌이. 든다. 난 판사들을 믿지 않는다.,1,0
거짖 눈물 연기 감형 없는 무기징역 하길,1,0
꼭꼭유가족을위해서무기징역,0,0
어짜피 판새가 무기 안때릴꺼 같은데 징역 끝나면 국외 추방해라.,0,0
사형이지 무기징역은 아니죠 법이 왜이래,0,0
무기징역때려도 20 년뒤에는 나온다 사형을 받았어야 하는데 ㅡㅡ 50쯤되면 나온다는건데 열받네,0,0
무기징역하는 세금이아깝습니다~,0,0
사형이 마땅하지만 그런 판결은 없을거 같고 종신무기로 때리고 지 밥값은 감빵에서 지가 노동한걸로 지불하기를 원합니다,0,0
감형없는 무기징역형이었으면 좋겠네...성인 남성 한명을 아주 처참하게 망가뜨리고 죽이기까지 했으니...,0,0
??????? 뭐 다 무기징역 이야????? 사형 하면 안됌???? 왜 범죄자 인권을 챙겨???? 이런 범죄자는 인간이길 포기했는데 인권을 챙겨?,0,0
무기징역? 사형. 때리고. 집행해야죠 대한민국은 법이 넘 약해 ㅅㅅ,0,1
근데 무기징역을 판사가 선고를 해준다고 해도 이 쓰레기들 20년인가 25년 후에 가석방 신청하면 나올수 있는거 아녀? 외려 무기징역보다 몇년형으로 선고 하는게 거의 그 몇년형을 채우고 나온다고 하던데... 아이면 진짜 가석방 없는 무기징역으로 했으면 좋겠다.,0,0
장례식장에 전남편자식 예기듣고 저건 최소 사형이다 했는데……… 대체 플랜몇가지를 짠건지 중간에 출소없는 무기징역이길,0,0
징역40년 이상 때리고 나와서 늙어 일도 못하는 나이에 하루하루 고난길이면 좋겠네,0,0
조작 수사 달인 검사들이 왠 눈물? 신뢰받을 수 있는 검찰이 되기바란다.,0,0
판새가 제발 감형 안하길 감형되면 사회 닌와서 또 저짓한다,0,0
무기징역이라 이보다 더 심각한것도 많은데 20년~30년인데 무기징역이라 ...,0,0
사형선고가 아닌 무기징역이면 석방될확률도 있다는거네...,1,0
무기징역 시킬거면 하루 20시간 일시키고 그거 번돈 매달 유족들에게 죽을때까지 보내는걸로,0,1
무기징역말고 제발 징역 1800년 이렇게 때리라고.. 나중에 70~80나이되서 모범수되고 맘약해지면 징역 5년 10년으로 유기징역으로 바꿔도 주지말고 미국처럼 수감생활 열심히 하는 모범수다. 그럼 한 100년까주고 그렇게 해라. 니가 한 짓이 몇번을 다시 태어나고 고쳐죽어도 벌을 받아야하는 잘못이라는걸 무기 말고 유기로 확실히 정해야함,0,0
형량이 전체적으로 낮지... 빨리 커다란 구치소 만들어서 다 때려 넣자.,0,1
사형제도를 없앤건 저들이 나와서 또 살인을 해줘야 법조계가 먹고 살죠 항상 했던놈들이 또함 검사들 룸싸롱 수십년동안 오입질 해옴,0,0
가석방.감형없는 무기징역이길 바란다.,1,0
때려죽여도 무기징역 안나온다,0,1
감형 없는 무기 징역 때려 주세요,0,1
검사가 눈물이 있나요 인성도 없고 사랑도없을 것 같은데,0,0
어자피 몇년살다보면 반성문 억지로쓰게하고 탄원서 제출하면 무기징역 에서 단기 몇년만 살면 가석방 해주는게 우리나라 법,0,0
계획적으로 보험금을 노리고 살인을 계획하지 안았다는데? 복어 독을 먹여도 안죽는다는? 카톡 내용은? 어떡해 설명할수있냐? 야구리도 정도것해야지? 믿을수 있는 증거가 있어야지? 보험금 안주니까 고발이나하고 굳이 재판이 필요했었나? 하는 생각이 드는게? 누가봐도 보험사기라고 ㅎㅎㅎ 볼것도 없이 무기 징역 사형감이지,0,1
인정하고 반성하면 무기징역까진 안받았을껀데... 끝까지 멍청하네 아님 담당변호사가 같이 열받아서 변호 안해줬나,0,0
무기징역 해 제발,0,1
무기징역이... 말만 무기징역안되길바래요.... 도대체 가석방 그딴거 왜있어요??,1,0
검사는 울컥하지마 존경감 1도업다,0,0
??사형이 아니라 무기징역??? 교도소에서 밥 먹여 줘야 하는거야???,0,1
사람이 죽어나가야 정신차리는 형량 여튼 거미줄 잘쳐라,0,0
가석방없는 무기징역에 공짜밥 안되요 노동으로 밥값하게 해주세요,0,1
우리나라처럼 법이 우스운나라가 없지. 니네가 답이면 왜 전세계 법이 다르냐. 판사 변호사들도 악마가 더 많으니까 맨날 이따위지.,0,0
가석방이 없는 종신형으로 했어야지... 무기징역은 20년뒤면 석방될 수도 있자나...,0,0
구형은 무기징역이 아니라는 거같네요 진짜 웃기고 뭐같은 법,1,0
또 ... 감형받을라구 눈물흘리며 죄송합니다 하겠당 절대 안됨,0,0
우리나라는 무기징역은 사실상 효과 없음 ..차라리 사형을 때려야지,0,0
사형도 모범수로 있으면 12~15년이면 다시 사회로 나오던데 그리고 다시 살인 저지르던데 무기징역은 몃년 걸릴까요?????,1,1
검사가 울어바야 달라지지 않는다 ㅋㅋ언론에 나오지 않은 수많은 사건들은 어떻게 할것이냐 ㅋㅋㅋ쥴리는 어떻게 할래 ㅋㅋ,0,0
감형없길.....,0,1
생명의숭고함? 생명의 숭고함을 생각하는 판사들인줄 처음 알았네 다른 살인사건도 비슷하게 무기때릴거많은데 신경좀써요,1,1
자기 목숨줄을 쥐고 있는 검사한테 찐따같아 보인다는 희대의 드립을 쳤는데ㅋㅋㅋㅋㅋㅋ,0,0
선진국 미국처럼 한국은 참여재판 아니 미국 처럼배심원 제도을 100% 벤치마킹 해서 법에 적용해야 한다. 요즘 법죄들과 판결을 보면 국민 들이 고개을 갸우뚱 하게 하는 판 결이 많은것 같다. 배심원 제도을 적극 활용했다면 상식적으로나 이해가 안되는 판결이 나올가?,0,0
9강검 강화 깨지면 검사는.당연히 울지...,0,1
우리판사님이 징역 할인해주실듯,1,1
검사 구형이라는거여? 판사가 판결한거여? 왜 매형 인터뷰에서 판결에 만족하시냐고 물어보지 기자는?,0,0
판사들 또 몇년 때리겠죠,0,0
경찰이 부실수사 한것을 검사가 재수사 지시해서 정의구현. 이제 죄명이랑 죄인이도 정의구현 가쟈,0,0
검사가 우는 게 뭐이 중한디,0,1
무기징역 축하드립니다,1,0
그냥 무기징역말고 석방없는 무기징역 석방없는 종신형 구형하지,0,0
쌤통 둘다 징역에서 노인 될때까지 개고생해 ㅋㅋㅋ 씬난다ㅋㅋ,0,0
무기징역?모범수로 출소할수 있다는 말인거죠?이은해 모범수되면..생각도 하기 싫지만 교도소에 몇년이나 있을지,0,0
난 뉴스가 존나 관종인게 구형말고 선고한걸 뉴스로 내보내라 구형 무기징역이면 뭐하냐고 재판부에서 무기징역 선고 안하면 어쩔껀데!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,1
판사 정답은 사형.,0,0
감방안에서 죽을때까지 노동착취 시켜서 밖에 있는 노인들 부양시키면 무기징역도 괜찮음,0,0
판사가 뻔하지 뭐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
이번 사건 말고 그전에도 몇번 있었는데 무슨 계획이 아냐 ㅋㅋ 복어독 부터 시작해서 무기징역도 세금 낭비다 그냥 사형하자 아니면 북으로 보내던지,0,0
무기징역도 아까워. 우리나라세금으로 밥맥이기도 싫어.,0,0
"무기징역 의식주 는 징역가서 몸으로 노역으르 때워라, 대한민국 🇰🇷 국세가 (국민혈세) 로 쓰이는것은 찬성은 반대이니깐.! CCI부럴~~~",0,0
주우욱~~ 보석없는 무기징역....,0,0
무기징역은 20년 모범수 가석방 기회있는데... 사형 내리지..,0,0
그래. 거기서 평생 살어라 무기징역으로 니 젊은 청춘은 끝났다 남의눈의 눈물 나게 했으니 니 눈엔 피눈물! 인과 응보는 있잖아 꽃뱀짓 더는 못해서 어쩌누 남자 여럿 살렷다 법이,0,0
무기징역 받아도 모범수로 풀려날수도 잇자나?,1,0
검사가 멀 흘려?? ㅋㅋㅋㅋㅋㅋ 개그치네 ㅋ,0,0
검사놈도 살인봄 눈물농간에 놀아나냐?,0,0
종신형 무기징역에 감옥에서 인생종치길 이은혜.조현수,0,0
무기징역이면 모범수되서 또나오는거아닌가여ㅜㅜ,1,0
무기직형있다가. 또감형됐어기어나오겠지이니라법꼬라지하고는,0,0
무기징역이 아니라 옛날 방법인 양쪽다리를 두마리의 말에 묶어서......,1,0
"과실치사에 무기징역 구형이라 , 징역 20년 정도 예상 하는데 너무 과하지 않나 직접적 살인 증거도 없는데 언론의 희생양이네 두 남녀",1,0
우리나라 정치검사랑 같은 논리네. 모른다. 아니다. 오해다.,0,0
그냥 묻힐 사건을 지기들이 보험금 타려고 방송사에 제보. 결론 무기징역.허얼!,0,0
무기징역 ㅅㅅㅅ 참 오래도 걸렸다,0,0
가석방 없는 무기징역,0,0
가석방 없는 무기징역,0,0
말이 무기징역이지 생각 보다 빨리 나온,1,0
무기징역 그랬밨자 선고는 한 23 이나 받겠다,0,0
살인 증거가 아예 없는데 뭔 무기징역이 나오겠냐 이나라 판사를 믿음?과실치사로 최고형량 2년 나올듯. 이걸 인정해주면 전국 익사 사고들 사망자 주변에 있던 사람들 죄다 살인자게? 목격자가 있는것도 아니고 입증 할만한게 하나도 없잖어 언제부터 이나라 법이 심증만 가지고 죄가 인정되었니 언론에서 떠들어서 요란하기면 요란하고 확실한 증거는 사실상 없는 사건,0,0
감형 없는 무기 가야지,0,0
무기징역 >> 7년후 모범수로 출소,0,0
검사가 울어?ㅋㅋㅋㅋ,0,0
무기밭아도 감형하면 60정도되면나오겠네,0,0
사형이지 무기징역?,0,0
가스라이팅도 살인임ㅎㅎㅎ 왠 무기징역??????사형아님??,1,0
아니 오히려 ㅋ 사형보다. 무기징역이 좋다고 보긴함.,1,0
무기징역 확정났나요?????,1,0
사형이든 무기징역이든 안 되믄 재판장한테 논하세요 정 안되믄 윤c한테 편지를 쓰쎄요 예전에 이명박(젊음을때)이 박통한테 편지를 쓰듯이,0,0
이 검사 굴한 잦 접대하고 싶다.96만원어치,0,0
윤때문에 검사이미지 안좋아 ㅋ,0,0
검사는 강해야지 눈물 흘리면 뭐하냐. 홍준표 처럼 조폭들 때려잡고 윤석열처럼 대기업회장들 구속 시키고 할려면 강하고 욕도 잘해야지 로스쿨검사 아닌가?,0,0
제목에 검사도 울었다? 검사 이미지 세탁해주는 채널A?,0,0
무기징역ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이게 나라다! 윤정부 만세!,0,0
무기징역. . .ㅅㅏ형. . .,1,0
"항소 했다는데, 가석방없는 무기징역 2심에도 판결나길 간절히 바랍니다. 이 인간들은 반성도 없는 인귄도 없는 악질입니다.",0,64
판사님. 감사드립니다. 이런범죄는 정말사형에처해야된다고 생각했는데. 그래도. 돌아신분에. 한을. 판사님이. 풀어주신것같네요. 돌아가신분이. 감사드릴거라생각되네요 앞으로 또 이런범죄는. 다시는. 일나지않았으면. 좋겠네요. 법을 좀 강하게 만들주었음하네요.,1,52
검사님 판사님 존경합니다 저 악마들은 선처가 1도 필요없고 남편이 지를만나 지옥을경험하고 죽음까지 가게한것에 비해 .본인이 지옥을 경험한다는 말자체가 이기적인것입니다. 항소하고 2심도 원심과 똑같길 바랍니다 대한민국 법이 무서워야 같은 범죄가 안일어납니다,0,59
와. 법이살아있다는 걸 보여주는것같아서 속이훈련합니다 판사님검사님 감사합니다 정인이 건도 기대합니다.,1,53
와 진짜 갑만에 사이다 형량 나왔네,1,71
이 판사님은 좀 괜찮은 분이시네요,1,9
무기징역 아라도 죽은사람의 억울함이 풀랄까 악마,0,35
지혜로운 판사님에 형에 박수보냅니다,1,2
판사님 사실의 요체를 정확하게 파악하시고 정의가 승리 한다는거 진실은 감추려 해도 감춰지지 않는 다는거 보여주셔서 국민으로서 감사드립니다,1,0
검사님 판사님 ..정의로운 판결 부탁드립니다 죄질 안좋은 반성없는 뻔뻔한 악마악녀 강력처벌 해주세요.. 본보기로 더더욱 강력처벌 보여 주셔야합니다 절대 선처 해주시면 안됩니다 부디 다시는 이런 사건들이 일어나지 않도록 부탁 드리겠습니다,1,6
끝까지재대로된판결보여주시길바랍니다 지금봐도화나네요,1,1
판사가 구형 낮추면.. 평생먹을 욕 한꺼번에 먹을거다.,0,22
"무기징역 구형이 아니라, 사형을 구형해서 사형 성고되면, 사형을 실행해야...",0,15
제발 이은혜 몇년후 무기징역에서 나중에 형량 줄어주지 말길...,1,11
이은해님이 무척이나 억울하리라 생각을 해야 자유민주주의 국가에서 살고 계신 분들이라고 생각합니다. 저 판사는 중공에서 모셔오신 분입니까?,1,6
당연한 판결입니다 악마는 악마법으로 ~,0,4
"아직 확판된거 아닙니다.1심이니까 2심에서는 형량이 줄겠군요. 직접살인이 아니다, 살인 방조다, 심신미약 등등으로 감형될듯 ㅡㅡ 나라밥 오래오래 먹게 해주세요. 제발....",1,6
저 얼굴두꺼운 살인자들 진짜 극혐이다 근데 1심이네 2심도 꼭 무기징역 되길바람,0,10
전자발찌도 풀지 못하게 몸에다가 심어야된다 ㅡㅡ이번제판은 그나마 맘에드네요 판사님 화이팅 입니다^^,0,3
사형제도 부활하여 사형으로 판결이 되었으면 좋겠어요. 감면없는 무기형으로.,0,2
그알에서 언급 안하고 유명해진 사건이 아니었다면 선고는 13년이 적절했었다 재판부는 언론의 집중도를 벗어난 판결을 해야되는데 그게 아닌거지... 이 사건보다 더 악마스러운 사건번호도 엄청 많다는게 개탄스럽다.,0,0
왜 무기징역이죠? 사형때려야죠 공범 모두다,0,3
2심에서 감형될까 걱정입니다 2심에서도 감형없는 무기징역 바래봅니다 피해자분이 너무 불쌍합니다 ㅠ,1,3
이 형량에서 절대 더 내리지 마라! 이 ㄴㄴ은 무기징역도 아깝다!,1,1
지가 지옥이 뭔지는 아나? 어텋게 저런게 인간일수있을까 무기징역이 아니라 감옥에서 고통이 어떤가를 뼈저리게 당해봐라 죽은사람이 너무불쌍해,0,1
전낭친 사망사건이나 전남편한테 했던 악마같은 짓거리들은 사형이 당연한데 무기징역은 ᆢ 가석방없는 ᆢ사회에 나오면 절때 안되는 인간이며 재산도 모두 압수해야 함ᆢ,0,1
검사님 감사합니다,1,1
법원에선 아무리 범죄자라도 사회를 돌아가게 하는 일원으로 보고 갱생 후 돌려보낼 의도까지 고려해 형량을 주는데 쟤들은 진짜 재활용이 안 될 인간쓰레기로 판단했나보다..;,0,0
이은해 쌤통이다 너는 진짜 무기징역 처음부터 받았어야 했을 인간인데 말이다 그리고 이은해 가 시킨다고 가담한 조현수랑 공범도 진짜 형벌 을 쎄게 갔어야 했는데 조현수를 30년 주는거 는 좀 아니였다 ㅡㅡ,0,2
너무큰 잘못을했기에 무기징역 사형이답,1,2
감형은 제발 해주지 마세요,0,1
아니 ㅁㅊ 왜 사형을 판결하고 집행을 안하는거야????? 진짜,0,0
30년? 감형이나 모범수 특사 그런거 절대 만들지마,0,4
"흉악한 인간들.. ~ 현실적 최고형 선고는 당연, 역시 사형을 부활해야한다. 하지만 살인 커플의 변호인이 '잘못된 판결'이라고 말하는 것은 정당해. 판, 검사가 이런 놈들에게는 정황증거만으로 정의를 행하는 척 하지만 . .ㅋ 권력 앞에서도 정의로웠다면 인정됐겠지. 실은 공정한 제판이었다면 가벼운 형량에 우리는 분노하고 있었어야 맞지.",0,2
판사를 존경할게 아니라 무조건 사형감이지 이건 내가 유가족이면 더 억울할거 같은데? 사형이 아니라서,0,3
